T1,T2,T3,T4,T5,T6,final_stability,final_resources,final_workload,final_confidence,floor_hit,tags
Emergency Rerouting,Prioritise Infrastructure,Reduce Monitoring Scope,Open Emergency Investigation,Await Additional Data,Follow AI Rec (Pushy),100,35,40,65,,Preventative Management | Controlled Recovery
Emergency Rerouting,Prioritise Infrastructure,Reduce Monitoring Scope,Reassure Public,Immediate Maintenance Programme,Commit Remaining Resources,100,10,30,70,,Preventative Management
Emergency Rerouting,Prioritise Infrastructure,Reduce Monitoring Scope,Reassure Public,Immediate Maintenance Programme,Controlled Response,100,20,30,65,,Preventative Management
Emergency Rerouting,Prioritise Infrastructure,Reduce Monitoring Scope,Reassure Public,Immediate Maintenance Programme,Protect Reserves,95,30,30,65,,Preventative Management | Resource Preservation | Controlled Recovery
Emergency Rerouting,Prioritise Infrastructure,Reduce Monitoring Scope,Reassure Public,Immediate Maintenance Programme,Follow AI Rec (Calm),100,20,30,65,,Preventative Management
Emergency Rerouting,Prioritise Infrastructure,Reduce Monitoring Scope,Reassure Public,Immediate Maintenance Programme,Follow AI Rec (Pushy),100,10,30,70,,Preventative Management
Emergency Rerouting,Prioritise Infrastructure,Reduce Monitoring Scope,Reassure Public,Accept Elevated Risk,Commit Remaining Resources,95,35,30,70,,Preventative Management | Resource Preservation | Controlled Recovery
Emergency Rerouting,Prioritise Infrastructure,Reduce Monitoring Scope,Reassure Public,Accept Elevated Risk,Controlled Response,85,45,30,65,,Preventative Management | Resource Preservation | Controlled Recovery
Emergency Rerouting,Prioritise Infrastructure,Reduce Monitoring Scope,Reassure Public,Accept Elevated Risk,Protect Reserves,75,55,30,65,,Preventative Management | Resource Preservation | Controlled Recovery
Emergency Rerouting,Prioritise Infrastructure,Reduce Monitoring Scope,Reassure Public,Accept Elevated Risk,Follow AI Rec (Calm),85,45,30,65,,Preventative Management | Resource Preservation | Controlled Recovery
Emergency Rerouting,Prioritise Infrastructure,Reduce Monitoring Scope,Reassure Public,Accept Elevated Risk,Follow AI Rec (Pushy),95,35,30,70,,Preventative Management | Resource Preservation | Controlled Recovery
Emergency Rerouting,Prioritise Infrastructure,Reduce Monitoring Scope,Reassure Public,Prioritise Critical Assets,Commit Remaining Resources,100,25,30,70,,Preventative Management
Emergency Rerouting,Prioritise Infrastructure,Reduce Monitoring Scope,Reassure Public,Prioritise Critical Assets,Controlled Response,100,35,30,65,,Preventative Management | Controlled Recovery
Emergency Rerouting,Prioritise Infrastructure,Reduce Monitoring Scope,Reassure Public,Prioritise Critical Assets,Protect Reserves,95,45,30,65,,Preventative Management | Resource Preservation | Controlled Recovery
Emergency Rerouting,Prioritise Infrastructure,Reduce Monitoring Scope,Reassure Public,Prioritise Critical Assets,Follow AI Rec (Calm),100,35,30,65,,Preventative Management | Controlled Recovery
Emergency Rerouting,Prioritise Infrastructure,Reduce Monitoring Scope,Reassure Public,Prioritise Critical Assets,Follow AI Rec (Pushy),100,25,30,70,,Preventative Management
Emergency Rerouting,Prioritise Infrastructure,Reduce Monitoring Scope,Reassure Public,Await Additional Data,Commit Remaining Resources,100,35,25,70,,Preventative Management | Resource Preservation
Emergency Rerouting,Prioritise Infrastructure,Reduce Monitoring Scope,Reassure Public,Await Additional Data,Controlled Response,95,45,25,65,,Preventative Management | Resource Preservation
Emergency Rerouting,Prioritise Infrastructure,Reduce Monitoring Scope,Reassure Public,Await Additional Data,Protect Reserves,85,55,25,65,,Preventative Management | Resource Preservation
Emergency Rerouting,Prioritise Infrastructure,Reduce Monitoring Scope,Reassure Public,Await Additional Data,Follow AI Rec (Calm),95,45,25,65,,Preventative Management | Resource Preservation
Emergency Rerouting,Prioritise Infrastructure,Reduce Monitoring Scope,Reassure Public,Await Additional Data,Follow AI Rec (Pushy),100,35,25,70,,Preventative Management | Resource Preservation
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Launch Visible Response,Immediate Maintenance Programme,Commit Remaining Resources,100,0,35,95,T6:resources,Preventative Management | System Collapse
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Launch Visible Response,Immediate Maintenance Programme,Controlled Response,95,0,35,90,T6:resources,Preventative Management | System Collapse
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Launch Visible Response,Immediate Maintenance Programme,Protect Reserves,85,10,35,90,,Preventative Management
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Launch Visible Response,Immediate Maintenance Programme,Follow AI Rec (Calm),95,0,35,90,T6:resources,Preventative Management | AI Dependence | System Collapse
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Launch Visible Response,Immediate Maintenance Programme,Follow AI Rec (Pushy),100,0,35,95,T6:resources,Preventative Management | AI Dependence | System Collapse
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Launch Visible Response,Accept Elevated Risk,Commit Remaining Resources,85,15,35,95,,Preventative Management
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Launch Visible Response,Accept Elevated Risk,Controlled Response,75,25,35,90,,Preventative Management
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Launch Visible Response,Accept Elevated Risk,Protect Reserves,65,35,35,90,,Preventative Management | Controlled Recovery
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Launch Visible Response,Accept Elevated Risk,Follow AI Rec (Calm),75,25,35,90,,Preventative Management | AI Dependence
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Launch Visible Response,Accept Elevated Risk,Follow AI Rec (Pushy),85,15,35,95,,Preventative Management | AI Dependence
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Launch Visible Response,Prioritise Critical Assets,Commit Remaining Resources,100,5,35,95,,Preventative Management | System Collapse
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Launch Visible Response,Prioritise Critical Assets,Controlled Response,95,15,35,90,,Preventative Management
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Launch Visible Response,Prioritise Critical Assets,Protect Reserves,85,25,35,90,,Preventative Management
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Launch Visible Response,Prioritise Critical Assets,Follow AI Rec (Calm),95,15,35,90,,Preventative Management | AI Dependence
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Launch Visible Response,Prioritise Critical Assets,Follow AI Rec (Pushy),100,5,35,95,,Preventative Management | AI Dependence | System Collapse
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Launch Visible Response,Await Additional Data,Commit Remaining Resources,95,15,30,95,,Preventative Management
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Launch Visible Response,Await Additional Data,Controlled Response,85,25,30,90,,Preventative Management
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Launch Visible Response,Await Additional Data,Protect Reserves,75,35,30,90,,Preventative Management | Controlled Recovery
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Launch Visible Response,Await Additional Data,Follow AI Rec (Calm),85,25,30,90,,Preventative Management | AI Dependence
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Launch Visible Response,Await Additional Data,Follow AI Rec (Pushy),95,15,30,95,,Preventative Management | AI Dependence
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Continue Monitoring,Immediate Maintenance Programme,Commit Remaining Resources,100,10,35,65,,Preventative Management | Deferred Escalation
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Continue Monitoring,Immediate Maintenance Programme,Controlled Response,95,20,35,60,,Preventative Management | Deferred Escalation
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Continue Monitoring,Immediate Maintenance Programme,Protect Reserves,85,30,35,60,,Preventative Management | Deferred Escalation | Controlled Recovery
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Continue Monitoring,Immediate Maintenance Programme,Follow AI Rec (Calm),95,20,35,60,,Preventative Management | AI Dependence | Deferred Escalation
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Continue Monitoring,Immediate Maintenance Programme,Follow AI Rec (Pushy),100,10,35,65,,Preventative Management | AI Dependence | Deferred Escalation
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Continue Monitoring,Accept Elevated Risk,Commit Remaining Resources,85,35,35,65,,Preventative Management | Deferred Escalation | Controlled Recovery
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Continue Monitoring,Accept Elevated Risk,Controlled Response,75,45,35,60,,Preventative Management | Deferred Escalation | Controlled Recovery
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Continue Monitoring,Accept Elevated Risk,Protect Reserves,65,55,35,60,,Preventative Management | Deferred Escalation | Controlled Recovery
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Continue Monitoring,Accept Elevated Risk,Follow AI Rec (Calm),75,45,35,60,,Preventative Management | AI Dependence | Deferred Escalation | Controlled Recovery
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Continue Monitoring,Accept Elevated Risk,Follow AI Rec (Pushy),85,35,35,65,,Preventative Management | AI Dependence | Deferred Escalation | Controlled Recovery
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Continue Monitoring,Prioritise Critical Assets,Commit Remaining Resources,100,25,35,65,,Preventative Management | Deferred Escalation
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Continue Monitoring,Prioritise Critical Assets,Controlled Response,95,35,35,60,,Preventative Management | Deferred Escalation | Controlled Recovery
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Continue Monitoring,Prioritise Critical Assets,Protect Reserves,85,45,35,60,,Preventative Management | Deferred Escalation | Controlled Recovery
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Continue Monitoring,Prioritise Critical Assets,Follow AI Rec (Calm),95,35,35,60,,Preventative Management | AI Dependence | Deferred Escalation | Controlled Recovery
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Continue Monitoring,Prioritise Critical Assets,Follow AI Rec (Pushy),100,25,35,65,,Preventative Management | AI Dependence | Deferred Escalation
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Continue Monitoring,Await Additional Data,Commit Remaining Resources,95,35,30,65,,Preventative Management | Deferred Escalation | Controlled Recovery
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Continue Monitoring,Await Additional Data,Controlled Response,85,45,30,60,,Preventative Management | Deferred Escalation | Controlled Recovery
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Continue Monitoring,Await Additional Data,Protect Reserves,75,55,30,60,,Preventative Management | Deferred Escalation | Controlled Recovery
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Continue Monitoring,Await Additional Data,Follow AI Rec (Calm),85,45,30,60,,Preventative Management | AI Dependence | Deferred Escalation | Controlled Recovery
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Continue Monitoring,Await Additional Data,Follow AI Rec (Pushy),95,35,30,65,,Preventative Management | AI Dependence | Deferred Escalation | Controlled Recovery
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Open Emergency Investigation,Immediate Maintenance Programme,Commit Remaining Resources,100,10,50,80,,Preventative Management
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Open Emergency Investigation,Immediate Maintenance Programme,Controlled Response,95,20,50,75,,Preventative Management
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Open Emergency Investigation,Immediate Maintenance Programme,Protect Reserves,85,30,50,75,,Preventative Management | Controlled Recovery
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Open Emergency Investigation,Immediate Maintenance Programme,Follow AI Rec (Calm),95,20,50,75,,Preventative Management | AI Dependence
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Open Emergency Investigation,Immediate Maintenance Programme,Follow AI Rec (Pushy),100,10,50,80,,Preventative Management | AI Dependence
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Open Emergency Investigation,Accept Elevated Risk,Commit Remaining Resources,85,35,50,80,,Preventative Management | Controlled Recovery
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Open Emergency Investigation,Accept Elevated Risk,Controlled Response,75,45,50,75,,Preventative Management | Controlled Recovery
Emergency Rerouting,Publish Limited Advisory,Wait For Analysis,Open Emergency Investigation,Accept Elevated Risk,Protect Reserves,65,55,50,75,,Preventative Management | Controlled Recovery
